"JOURNEY_ID","STORY_TITLE","LEVEL","MODE","CHALLENGE_PROMPT","ACTUAL_SEGMENTS_ITEMS","EXPECTED_ORDER","ACCEPTED_ANSWER","SOURCE_SENTENCE","BROKEN_SENTENCE","ALL_CANDIDATE_ANSWERS_OPTIONS","CORRECT_ANSWER","WHY_CORRECT","WHY_EACH_DISTRACTOR_IS_WRONG","ACTUAL_PARAGRAPH_CONTEXT","MISSING_POSITION","PRIMARY_LEARNING_INTENT","TAUGHT_SOURCE_TYPE","TAUGHT_SOURCE_ID","TAUGHT_SOURCE_TEXT","STORY_REINFORCEMENT_EVIDENCE","LEVEL_FIT_RATIONALE","JOURNEY_IDENTITY_RATIONALE","HISTORICAL_CULTURAL_PROVENANCE","AGENT_PRECHECK_RESULT","HUMAN_REVIEWER","HUMAN_REVIEW_DATE","HUMAN_RESULT","HUMAN_NOTES"
"honghe-hani-rice-terraces","两道水重新分开以后","Lv5","paragraphRebuild","重建事件关系\n难度 · 标准\n当前 Lv5：沿“水量变化—私人请求—恢复分水—私人代价”的顺序重建事件，不把水利知识当成故事答案。 不靠原句记忆，先判断动作、关系与因果。\n训练目标 · 理解借牛依赖怎样让恢复分水成为有关系代价的选择\n第 1 / 3 次 · 候选答案 4 个","罗秋决定退出赶沟人的职责，从此不再处理任何公共沟渠。\n木头边缘还新，刀痕里挂着湿屑。\n马岚站在水边，没有装作不知道。\n马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","木头边缘还新，刀痕里挂着湿屑。\n马岚站在水边，没有装作不知道。\n马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","木头边缘还新，刀痕里挂着湿屑。\n马岚站在水边，没有装作不知道。\n马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","","","罗秋决定退出赶沟人的职责，从此不再处理任何公共沟渠。\n木头边缘还新，刀痕里挂着湿屑。\n马岚站在水边，没有装作不知道。\n马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","木头边缘还新，刀痕里挂着湿屑。\n马岚站在水边，没有装作不知道。\n马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","正确排序来自当前 Lv5 故事的事件推进；判断重点是前一动作怎样制造后一结果。","罗秋决定退出赶沟人的职责，从此不再处理任何公共沟渠。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","理解借牛依赖怎样让恢复分水成为有关系代价的选择","Story","resolveAdaptiveJourneyLevel:honghe-hani-rice-terraces:Lv5","拐到分水口，她发现硬木分水器上，通向马岚田里的凹槽被重新削宽；另一支沟的水已经细下去。木头边缘还新，刀痕里挂着湿屑。马岚站在水边，没有装作不知道。","The accepted answer is grounded in the active 两道水重新分开以后 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 理解借牛依赖怎样让恢复分水成为有关系代价的选择 target.","Names, actions, stakes, and place mechanism are taken from 两道水重新分开以后, not a generic resolver path.","“木刻分水”把共同议定的用水份额刻在硬木凹槽上，不同宽度的凹槽把水分入不同支沟。\n分水比例不是一个人临时决定的，而由用水户根据田地和劳动等情况协商议定。\n赶沟人由社区推选，负责巡查沟渠、保持水路通畅，并管理分水设施和公共沟渠。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"honghe-hani-rice-terraces","两道水重新分开以后","Lv5","grammarRepair","修好这句中文\n难度 · 标准\n当前 Lv5 语言目标：“提醒 + 人”宾语位置。先定位不自然部分，再选最小且完整的修复。\n训练目标 · 掌握“提醒 + 人”宾语位置\n第 1 / 3 次 · 候选答案 4 个","","","她又提醒罗秋：“下午还等不等我家的牛？”","她又提醒罗秋：“下午还等不等我家的牛？”","她又对罗秋提醒：“下午还等不等我家的牛？”","她又提醒给罗秋：“下午还等不等我家的牛？”\n她又把罗秋提醒：“下午还等不等我家的牛？”\n她又罗秋提醒：“下午还等不等我家的牛？”\n她又提醒罗秋：“下午还等不等我家的牛？”","她又提醒罗秋：“下午还等不等我家的牛？”","语病修复 · 讲解","她又提醒给罗秋：“下午还等不等我家的牛？” — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n她又把罗秋提醒：“下午还等不等我家的牛？” — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n她又罗秋提醒：“下午还等不等我家的牛？” — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.","","","掌握“提醒 + 人”宾语位置","Story","resolveAdaptiveJourneyLevel:honghe-hani-rice-terraces:Lv5","马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。她又提醒罗秋：“下午还等不等我家的牛？”这句话比水声轻，却把两人私下的帮工和罗秋刚接下的公事拴在一起。","The accepted answer is grounded in the active 两道水重新分开以后 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 掌握“提醒 + 人”宾语位置 target.","Names, actions, stakes, and place mechanism are taken from 两道水重新分开以后, not a generic resolver path.","“木刻分水”把共同议定的用水份额刻在硬木凹槽上，不同宽度的凹槽把水分入不同支沟。\n分水比例不是一个人临时决定的，而由用水户根据田地和劳动等情况协商议定。\n赶沟人由社区推选，负责巡查沟渠、保持水路通畅，并管理分水设施和公共沟渠。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"honghe-hani-rice-terraces","两道水重新分开以后","Lv5","missingSentence","补全上下文关系\n难度 · 标准\n当前 Lv5：结合前后动作，选出最能保持公共分水、朋友关系和私人代价同时成立的一句。 答案必须同时承接前句并解释后句。\n训练目标 · 理解水牛约定为什么不是背景道具而是罗秋的真实成本\n第 1 / 3 次 · 候选答案 4 个","","","马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","","","马岚牵牛离开后，罗秋自己的最后一块梯田当天仍按原计划全部犁完。\n罗秋为了保住下午借牛的约定，把马岚多削出来的宽槽一直留到中午。\n坡下田主要求罗秋把马岚那一道槽削得比议定尺寸更窄，作为私改分水的处罚。\n马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。","正确答案与当前 Lv5 故事情节一致，但判断依据是前后文中的人物、关系与因果，不是关键词重复。","马岚牵牛离开后，罗秋自己的最后一块梯田当天仍按原计划全部犁完。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n罗秋为了保住下午借牛的约定，把马岚多削出来的宽槽一直留到中午。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n坡下田主要求罗秋把马岚那一道槽削得比议定尺寸更窄，作为私改分水的处罚。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","马岚站在水边，没有装作不知道。马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。她又提醒罗秋：“下午还等不等我家的牛？","Active Story sentence 9","理解水牛约定为什么不是背景道具而是罗秋的真实成本","Story","resolveAdaptiveJourneyLevel:honghe-hani-rice-terraces:Lv5","马岚站在水边，没有装作不知道。马岚承认昨夜动了木槽：她家刚整好的田还没蓄满，只求罗秋把宽槽留到中午。她又提醒罗秋：“下午还等不等我家的牛？","The accepted answer is grounded in the active 两道水重新分开以后 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 理解水牛约定为什么不是背景道具而是罗秋的真实成本 target.","Names, actions, stakes, and place mechanism are taken from 两道水重新分开以后, not a generic resolver path.","“木刻分水”把共同议定的用水份额刻在硬木凹槽上，不同宽度的凹槽把水分入不同支沟。\n分水比例不是一个人临时决定的，而由用水户根据田地和劳动等情况协商议定。\n赶沟人由社区推选，负责巡查沟渠、保持水路通畅，并管理分水设施和公共沟渠。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"honghe-hani-rice-terraces","两道水重新分开以后","Lv10","paragraphRebuild","重建事件关系\n难度 · 高级\n当前 Lv10：沿“水量变化—私人请求—恢复分水—私人代价”的顺序重建事件，不把水利知识当成故事答案。 不靠原句记忆，先判断动作、关系与因果。\n训练目标 · 解释结尾未和解、未犁田与两道水继续流动为何必须同时保留\n第 1 / 3 次 · 候选答案 4 个","罗秋把鞋放在田埂上，踩进泥里。\n罗秋决定退出赶沟人的职责，从此不再处理任何公共沟渠。\n能赶上的活先赶，犁田只能另找一天。\n天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。","能赶上的活先赶，犁田只能另找一天。\n天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。\n罗秋把鞋放在田埂上，踩进泥里。","能赶上的活先赶，犁田只能另找一天。\n天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。\n罗秋把鞋放在田埂上，踩进泥里。","","","罗秋把鞋放在田埂上，踩进泥里。\n罗秋决定退出赶沟人的职责，从此不再处理任何公共沟渠。\n能赶上的活先赶，犁田只能另找一天。\n天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。","能赶上的活先赶，犁田只能另找一天。\n天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。\n罗秋把鞋放在田埂上，踩进泥里。","正确排序来自当前 Lv10 故事的事件推进；判断重点是前一动作怎样制造后一结果。 还要检查叙事焦点、时间推进与段落收束是否连续。","罗秋决定退出赶沟人的职责，从此不再处理任何公共沟渠。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","解释结尾未和解、未犁田与两道水继续流动为何必须同时保留","Story","resolveAdaptiveJourneyLevel:honghe-hani-rice-terraces:Lv10","她没有去马岚家借牛，也没有托人解释。能赶上的活先赶，犁田只能另找一天。天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。","The accepted answer is grounded in the active 两道水重新分开以后 Lv10 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv10 checkpoint uses the level's active Story and its declared 解释结尾未和解、未犁田与两道水继续流动为何必须同时保留 target.","Names, actions, stakes, and place mechanism are taken from 两道水重新分开以后, not a generic resolver path.","当前保护仍强调森林、村寨、梯田和水系的四素同构，不能只把最漂亮的水田当作保护对象。\n现代水利工程可以补充水源和灌溉，但传统赶沟人、木刻分水、沟渠共同维护与森林涵养仍被列为需要延续的实践。\n活态保护的目标不是把梯田冻结成布景，而是让社区、红米生产、水资源管理和传统知识继续共同运作。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"honghe-hani-rice-terraces","两道水重新分开以后","Lv10","grammarRepair","修好这句中文\n难度 · 高级\n当前 Lv10 语言目标：避免把并置画面强写成虚假因果。先定位不自然部分，再选最小且完整的修复。\n训练目标 · 掌握避免把并置画面强写成虚假因果\n第 1 / 3 次 · 候选答案 4 个","","","两道水从村寨下分开，水声不同，她没回头","两道水从村寨下分开，水声不同，她没回头。","两道水从村寨下分开，由于水声不同，她没回头。","两道水从村寨下分开，既然水声不同，她没回头\n两道水从村寨下分开，因而水声不同，她没回头\n两道水从村寨下分开，水声不同，她没回头\n两道水从村寨下分开，凭着水声不同，她没回头","两道水从村寨下分开，水声不同，她没回头","语病修复 · 讲解","两道水从村寨下分开，既然水声不同，她没回头 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n两道水从村寨下分开，因而水声不同，她没回头 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n两道水从村寨下分开，凭着水声不同，她没回头 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.","","","掌握避免把并置画面强写成虚假因果","Story","resolveAdaptiveJourneyLevel:honghe-hani-rice-terraces:Lv10","罗秋把鞋放在田埂上，踩进泥里。两道水从村寨下分开，水声不同，她没回头。","The accepted answer is grounded in the active 两道水重新分开以后 Lv10 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv10 checkpoint uses the level's active Story and its declared 掌握避免把并置画面强写成虚假因果 target.","Names, actions, stakes, and place mechanism are taken from 两道水重新分开以后, not a generic resolver path.","当前保护仍强调森林、村寨、梯田和水系的四素同构，不能只把最漂亮的水田当作保护对象。\n现代水利工程可以补充水源和灌溉，但传统赶沟人、木刻分水、沟渠共同维护与森林涵养仍被列为需要延续的实践。\n活态保护的目标不是把梯田冻结成布景，而是让社区、红米生产、水资源管理和传统知识继续共同运作。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"honghe-hani-rice-terraces","两道水重新分开以后","Lv10","missingSentence","补全上下文关系\n难度 · 高级\n当前 Lv10：结合前后动作，选出最能保持公共分水、朋友关系和私人代价同时成立的一句。 答案必须同时承接前句并解释后句。\n训练目标 · 补足结尾中公共分水已经恢复而私人关系没有被解释性和解的含义\n第 1 / 3 次 · 候选答案 4 个","","","天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。","","","马岚牵牛离开后，罗秋自己的最后一块梯田当天仍按原计划全部犁完。\n坡下田主要求罗秋把马岚那一道槽削得比议定尺寸更窄，作为私改分水的处罚。\n罗秋为了保住下午借牛的约定，把马岚多削出来的宽槽一直留到中午。\n天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。","天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。","正确答案与当前 Lv10 故事情节一致，但判断依据是前后文中的人物、关系与因果，不是关键词重复。 高质量衔接还要保持主题链、指代对象和逻辑方向一致。","马岚牵牛离开后，罗秋自己的最后一块梯田当天仍按原计划全部犁完。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n坡下田主要求罗秋把马岚那一道槽削得比议定尺寸更窄，作为私改分水的处罚。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n罗秋为了保住下午借牛的约定，把马岚多削出来的宽槽一直留到中午。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","能赶上的活先赶，犁田只能另找一天。天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。罗秋把鞋放在田埂上，踩进泥里。","Active Story sentence 37","补足结尾中公共分水已经恢复而私人关系没有被解释性和解的含义","Story","resolveAdaptiveJourneyLevel:honghe-hani-rice-terraces:Lv10","能赶上的活先赶，犁田只能另找一天。天快黑时，她从自己田里抬头，看见分水口上那块新凿过的硬木只露出一条湿亮的边。罗秋把鞋放在田埂上，踩进泥里。","The accepted answer is grounded in the active 两道水重新分开以后 Lv10 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv10 checkpoint uses the level's active Story and its declared 补足结尾中公共分水已经恢复而私人关系没有被解释性和解的含义 target.","Names, actions, stakes, and place mechanism are taken from 两道水重新分开以后, not a generic resolver path.","当前保护仍强调森林、村寨、梯田和水系的四素同构，不能只把最漂亮的水田当作保护对象。\n现代水利工程可以补充水源和灌溉，但传统赶沟人、木刻分水、沟渠共同维护与森林涵养仍被列为需要延续的实践。\n活态保护的目标不是把梯田冻结成布景，而是让社区、红米生产、水资源管理和传统知识继续共同运作。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"jiangmen-kaiping-diaolou","回来，不等于照搬","Lv1","paragraphRebuild","重建事件关系\n难度 · 初级\n当前 Lv1：按私家独楼图、众楼需要与兄弟回信改写，重建梁川怎样重新分配责任。 不靠原句记忆，先判断动作、关系与因果。\n训练目标 · 辨认哥哥来图与村里合建众楼的背景\n第 1 / 3 次 · 候选答案 4 个","虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。\n20世纪20年代，开平。\n哥哥回信坚持“我家的楼”不许改，要求退出众楼合建。\n梁川照着哥哥寄来的图样建成只供自家使用的独楼。","20世纪20年代，开平。\n虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。","20世纪20年代，开平。\n虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。","","","虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。\n20世纪20年代，开平。\n哥哥回信坚持“我家的楼”不许改，要求退出众楼合建。\n梁川照着哥哥寄来的图样建成只供自家使用的独楼。","20世纪20年代，开平。\n虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。","故事通常先介绍地点或人物，再写行动，最后写结果。","哥哥回信坚持“我家的楼”不许改，要求退出众楼合建。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n梁川照着哥哥寄来的图样建成只供自家使用的独楼。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","辨认哥哥来图与村里合建众楼的背景","Story","resolveAdaptiveJourneyLevel:jiangmen-kaiping-diaolou:Lv1","20世纪20年代，开平。虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。","The accepted answer is grounded in the active 回来，不等于照搬 Lv1 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv1 checkpoint uses the level's active Story and its declared 辨认哥哥来图与村里合建众楼的背景 target.","Names, actions, stakes, and place mechanism are taken from 回来，不等于照搬, not a generic resolver path.","开平碉楼按主要功能可分为众楼、居楼和更楼。众楼由多户共同兴建作临时避难；居楼是设防住宅；更楼主要承担守望和联防预警。\nUNESCO 把开平碉楼的重要价值概括为中国与西方结构、装饰形式的复杂融合；这种融合发生在开平乡村传统与海外文化接触的共同背景中。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"jiangmen-kaiping-diaolou","回来，不等于照搬","Lv1","grammarRepair","修好这句中文\n难度 · 初级\n当前 Lv1 语言目标：数量与状语语序。先定位不自然部分，再选最小且完整的修复。\n训练目标 · 掌握数量与状语语序\n第 1 / 3 次 · 候选答案 4 个","","","从海外寄回一份","梁海从海外寄回一份带拱券和柱廊的图样。","梁海寄回从海外一份带拱券和柱廊的图样。","从海外寄回一份\n从海外一份寄回\n寄回从海外一份\n从海外寄了一份回","从海外寄回一份","动作来源与数量短语分开。","从海外一份寄回 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n寄回从海外一份 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n从海外寄了一份回 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.","","","掌握数量与状语语序","Story","resolveAdaptiveJourneyLevel:jiangmen-kaiping-diaolou:Lv1","20世纪20年代，开平。虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。他在信里说，这份投入只用于家里的独楼；若要改作别用，就寄还给他。","The accepted answer is grounded in the active 回来，不等于照搬 Lv1 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv1 checkpoint uses the level's active Story and its declared 掌握数量与状语语序 target.","Names, actions, stakes, and place mechanism are taken from 回来，不等于照搬, not a generic resolver path.","开平碉楼按主要功能可分为众楼、居楼和更楼。众楼由多户共同兴建作临时避难；居楼是设防住宅；更楼主要承担守望和联防预警。\nUNESCO 把开平碉楼的重要价值概括为中国与西方结构、装饰形式的复杂融合；这种融合发生在开平乡村传统与海外文化接触的共同背景中。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"jiangmen-kaiping-diaolou","回来，不等于照搬","Lv1","missingSentence","补全上下文关系\n难度 · 初级\n当前 Lv1：结合哥哥来信与众楼用途，选出最能说明梁川为什么放弃独建的一句。 答案必须同时承接前句并解释后句。\n训练目标 · 补足哥哥条件与梁川原先打算的联系\n第 1 / 3 次 · 候选答案 4 个","","","虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。","","","梁川把海外图样全部原样复制，柱廊和所有细节都不作取舍。\n梁川未经哥哥同意直接把专门投入挪给众楼，也不承诺退还。\n虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。\n众楼建成后只允许梁川一家临时避难，其他家庭不能使用。","虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。","正确句要接住前一句，并让后一句自然发生。","梁川把海外图样全部原样复制，柱廊和所有细节都不作取舍。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n梁川未经哥哥同意直接把专门投入挪给众楼，也不承诺退还。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.\n众楼建成后只允许梁川一家临时避难，其他家庭不能使用。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","20世纪20年代，开平。虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。他在信里说，这份投入只用于家里的独楼；若要改作别用，就寄还给他。","Active Story sentence 2","补足哥哥条件与梁川原先打算的联系","Story","resolveAdaptiveJourneyLevel:jiangmen-kaiping-diaolou:Lv1","20世纪20年代，开平。虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。他在信里说，这份投入只用于家里的独楼；若要改作别用，就寄还给他。","The accepted answer is grounded in the active 回来，不等于照搬 Lv1 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv1 checkpoint uses the level's active Story and its declared 补足哥哥条件与梁川原先打算的联系 target.","Names, actions, stakes, and place mechanism are taken from 回来，不等于照搬, not a generic resolver path.","开平碉楼按主要功能可分为众楼、居楼和更楼。众楼由多户共同兴建作临时避难；居楼是设防住宅；更楼主要承担守望和联防预警。\nUNESCO 把开平碉楼的重要价值概括为中国与西方结构、装饰形式的复杂融合；这种融合发生在开平乡村传统与海外文化接触的共同背景中。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"jiangmen-kaiping-diaolou","回来，不等于照搬","Lv5","paragraphRebuild","重建事件关系\n难度 · 标准\n当前 Lv5：按私家独楼图、众楼需要与兄弟回信改写，重建梁川怎样重新分配责任。 不靠原句记忆，先判断动作、关系与因果。\n训练目标 · 理解失去私家方案是选择成本\n第 1 / 3 次 · 候选答案 4 个","梁川未经哥哥同意直接把专门投入挪给众楼，也不承诺退还。\n村里几户人家正合建一座众楼，遇到危险时可临时避难。\n梁川原想守住哥哥的私家方案，却发现合建还缺一份投入。\n他第一次认真分清众楼、居楼和更楼：共同避难、兼顾居住、联防预警，并不是同一种用途。","村里几户人家正合建一座众楼，遇到危险时可临时避难。\n梁川原想守住哥哥的私家方案，却发现合建还缺一份投入。\n他第一次认真分清众楼、居楼和更楼：共同避难、兼顾居住、联防预警，并不是同一种用途。","村里几户人家正合建一座众楼，遇到危险时可临时避难。\n梁川原想守住哥哥的私家方案，却发现合建还缺一份投入。\n他第一次认真分清众楼、居楼和更楼：共同避难、兼顾居住、联防预警，并不是同一种用途。","","","梁川未经哥哥同意直接把专门投入挪给众楼，也不承诺退还。\n村里几户人家正合建一座众楼，遇到危险时可临时避难。\n梁川原想守住哥哥的私家方案，却发现合建还缺一份投入。\n他第一次认真分清众楼、居楼和更楼：共同避难、兼顾居住、联防预警，并不是同一种用途。","村里几户人家正合建一座众楼，遇到危险时可临时避难。\n梁川原想守住哥哥的私家方案，却发现合建还缺一份投入。\n他第一次认真分清众楼、居楼和更楼：共同避难、兼顾居住、联防预警，并不是同一种用途。","正确排序来自当前 Lv5 故事的事件推进；判断重点是前一动作怎样制造后一结果。","梁川未经哥哥同意直接把专门投入挪给众楼，也不承诺退还。 — wrong: it is not supported by the active Story and changes or contradicts its action, relationship, or consequence.","","","理解失去私家方案是选择成本","Story","resolveAdaptiveJourneyLevel:jiangmen-kaiping-diaolou:Lv5","梁川明白，改图也可能让哥哥觉得自己的经历被否定。村里几户人家正合建一座众楼，遇到危险时可临时避难。梁川原想守住哥哥的私家方案，却发现合建还缺一份投入。","The accepted answer is grounded in the active 回来，不等于照搬 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 理解失去私家方案是选择成本 target.","Names, actions, stakes, and place mechanism are taken from 回来，不等于照搬, not a generic resolver path.","开平碉楼按主要功能可分为众楼、居楼和更楼。众楼由多户共同兴建作临时避难；居楼是设防住宅；更楼主要承担守望和联防预警。\n十九世纪末至二十世纪初，大量海外开平人与故乡保持联系。世界遗产评价特别强调这种跨国联系及其带回的建筑影响，但并不意味着每个侨户拥有同样的迁移经历。\n官方开平资料记录，碉楼可见灰塑、壁画、柱廊、拱券、山花等多种元素，很多建筑由民间工匠完成。外来形式进入乡村后仍要经过本地建造者的选择和组合。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
"jiangmen-kaiping-diaolou","回来，不等于照搬","Lv5","grammarRepair","修好这句中文\n难度 · 标准\n当前 Lv5 语言目标：这让…：前句事实作为触发原因。先定位不自然部分，再选最小且完整的修复。\n训练目标 · 掌握这让…：前句事实作为触发原因\n第 1 / 3 次 · 候选答案 4 个","","","这让","众楼合建还缺一份投入，这让梁川重新考虑只建自家独楼的打算。","众楼合建还缺一份投入，这个所以让梁川重新考虑只建自家独楼的打算。","这所以让\n这个所以让\n因为这让\n这让","这让","语病修复 · 讲解","这所以让 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n这个所以让 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.\n因为这让 — wrong: it does not produce the accepted minimal repair and leaves an incorrect particle, scope, order, or collocation.","","","掌握这让…：前句事实作为触发原因","Story","resolveAdaptiveJourneyLevel:jiangmen-kaiping-diaolou:Lv5","20世纪20年代，开平。虚构青年梁川留在家乡，哥哥梁海在海外谋生，寄回带拱券和柱廊的建筑图样。他在信里说，这份投入只用于家里的独楼；若要改作别用，就寄还给他。","The accepted answer is grounded in the active 回来，不等于照搬 Lv5 Story span reproduced in TAUGHT_SOURCE_TEXT.","Runtime-generated Lv5 checkpoint uses the level's active Story and its declared 掌握这让…：前句事实作为触发原因 target.","Names, actions, stakes, and place mechanism are taken from 回来，不等于照搬, not a generic resolver path.","开平碉楼按主要功能可分为众楼、居楼和更楼。众楼由多户共同兴建作临时避难；居楼是设防住宅；更楼主要承担守望和联防预警。\n十九世纪末至二十世纪初，大量海外开平人与故乡保持联系。世界遗产评价特别强调这种跨国联系及其带回的建筑影响，但并不意味着每个侨户拥有同样的迁移经历。\n官方开平资料记录，碉楼可见灰塑、壁画、柱廊、拱券、山花等多种元素，很多建筑由民间工匠完成。外来形式进入乡村后仍要经过本地建造者的选择和组合。","AGENT PASS — actual runtime content, answer, teaching span, and distractors inspected; no contradiction or teach-before-test defect found.","","","HUMAN_REVIEW_REQUIRED",""
