JOURNEY ID,LEVEL,MODE,PRIMARY LEARNING INTENT,SECONDARY INTENT,ACTIVE SOURCE,SOURCE PROVENANCE,TAUGHT BEFORE TESTED,CORRECT ANSWER,WHY CORRECT,ALTERNATIVE ANSWER AMBIGUITY,ONE DEFENSIBLE ANSWER,DISTRACTOR QUALITY,DISTRACTOR MISCONCEPTION,HISTORICAL TRUTH,LANGUAGE VALUE,STORY CONNECTION,DISCOVERY CONNECTION,STORY/DISCOVERY CLOSED LOOP,LEVEL APPROPRIATENESS,COGNITIVE BAND,COGNITIVE PROGRESSION,LEGACY CONTAMINATION,CROSS-JOURNEY CONTAMINATION,TEMPLATE COLLISION,DEFECT CODES,RESULT
datong-yungang-grottoes,Lv1,paragraphRebuild,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,北魏迁都洛阳后，云冈不再营造巨像。 / 石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv1,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,云冈后来有条件集中资源进行大规模开凿,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv1,missingSentence,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv2,paragraphRebuild,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,虚构石工魏岚的父亲准备南行，要她带走那根量巨像的长墨绳。 / 父亲只肯把手艺交给一个人；留下的弟弟魏朔和同伴阿砾便要继续替她扶绳，或者散伙。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv2,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,昙曜五窟成为早期大型营造的重要代表,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv2,missingSentence,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,父亲只肯把手艺交给一个人；留下的弟弟魏朔和同伴阿砾便要继续替她扶绳，或者散伙。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv3,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,魏岚想留下三个人，却不能同时保住“唯一传人”的位置。 / 天亮时，父亲伸手等她收绳。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv3,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,因此大型石窟营造获得更强的组织条件,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv3,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,魏岚想留下三个人，却不能同时保住“唯一传人”的位置。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv4,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,魏岚却把墨绳按在石阶上，割成三段，一段给魏朔，一段给阿砾，最后一段留在自己掌心。 / 她失去了父亲许诺的唯一位置。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv4,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,云冈营造进入新的历史阶段,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv4,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,魏岚却把墨绳按在石阶上，割成三段，一段给魏朔，一段给阿砾，最后一段留在自己掌心。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Sequence / Simple causality,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv5,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,父亲背起行囊，没有替她把断口重新接上。 / 三个人不再等同一双手发号施令。 / 魏朔第一次自己弹出墨线，黑印落在一块只够开小龛的石面上。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv5,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,洞窟布局与雕饰呈现出更加丰富的表达,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv5,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三个人不再等同一双手发号施令。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv6,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,魏朔第一次自己弹出墨线，黑印落在一块只够开小龛的石面上。 / 父亲走到崖路转弯处，回头看了那三道黑线一眼。 / 魏岚没有追上去。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv6,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,494年北魏迁都洛阳以后，,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv6,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,父亲走到崖路转弯处，回头看了那三道黑线一眼。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Relationship / Choice / Historical cause,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv7,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,从前，长绳一端在父亲手里，另外的人只负责把它拉直。 / 魏岚知道父亲不是在问一根绳子，而是在问谁有资格决定下一道线落在哪里。 / 远处的大窟仍压着山崖，近处却只剩适合小龛的石面。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv7,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,但较小规模的造像活动仍然继续出现,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv7,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,魏岚知道父亲不是在问一根绳子，而是在问谁有资格决定下一道线落在哪里。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv8,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,只要停手，她仍能作为父亲选中的那个人南下。 / 父亲教过她，墨线落下之前不能犹豫；她第一次把这句话用在父亲不愿看见的地方。 / 魏朔接绳时没有叫她师姐，只叫了一声姐姐。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv8,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,既吸收多种艺术传统，又与中国传统结合,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv8,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,父亲教过她，墨线落下之前不能犹豫；她第一次把这句话用在父亲不愿看见的地方。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Causal chain / Implicit meaning,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv9,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,阿砾没有道谢。 / 他把自己的绳段绕上手腕，给魏岚留下了拒绝这份分配的余地。 / 她终于明白，继承不一定是一个人把整根绳子带走；也可能是三个人各自承担一条线，再也不能把失误推回同一双手。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv9,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,云冈的营造方式不是突然中断，而是逐步转变,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv9,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,他把自己的绳段绕上手腕，给魏岚留下了拒绝这份分配的余地。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv10,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,魏岚把“留下”从一句挽留改成一份责任：弟弟若把线弹歪，不能再说那是姐姐或父亲的命令；她自己也失去了替别人收回绳子的权利。 / 她看见父亲停步，却没有把沉默误认成同意。 / 三段绳保住的不是一团和气，而是三个人从此都要承认自己的线、自己的偏差和自己的后果。,active Story sequence,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv10,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,这不仅塑造了自身艺术语言，而且也影响了后来的佛教石窟艺术,natural Chinese structural repair,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,,PASS
datong-yungang-grottoes,Lv10,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,她看见父亲停步，却没有把沉默误认成同意。,best bridge for active Story context,NONE FOUND,PASS,PASS,PASS,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Integrated interpretation,PASS,PASS,PASS,PASS,,PASS
guangzhou-chen-clan-academy,Lv1,paragraphRebuild,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁，在陈家祠见刘嘉禾。 / 嘉禾是她三十四年前交给亲戚收养的女儿，如今姓刘。,active Story sequence,NONE FOUND,PASS,PASS,Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,PROG,REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv1,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,FAIL,"DST,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv1,missingSentence,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,嘉禾是她三十四年前交给亲戚收养的女儿，如今姓刘。,best bridge for active Story context,NONE FOUND,PASS,PASS,Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,PROG,REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv2,paragraphRebuild,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养；女儿如今叫刘嘉禾。,active Story sequence,NONE FOUND,PASS,PASS,Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,PROG,REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv2,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,FAIL,"DST,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv2,missingSentence,STORY,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三十四年前，她把刚出生的女儿交给亲戚收养；女儿如今叫刘嘉禾。,best bridge for active Story context,NONE FOUND,PASS,PASS,Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,PASS,Recognition / Basic comprehension,FAIL,PASS,PASS,PASS,PROG,REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv3,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv3,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv3,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三十四年前，她把刚出生的女儿交给亲戚收养。,best bridge for active Story context,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv4,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv4,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv4,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三十四年前，她把刚出生的女儿交给亲戚收养。,best bridge for active Story context,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Sequence / Simple causality,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv5,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养。 / 女儿如今叫刘嘉禾。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv5,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,而且让游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv5,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三十四年前，她把刚出生的女儿交给亲戚收养。,best bridge for active Story context,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv6,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养。 / 女儿如今叫刘嘉禾。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv6,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,而且让游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv6,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三十四年前，她把刚出生的女儿交给亲戚收养。,best bridge for active Story context,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Relationship / Choice / Historical cause,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv7,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养。 / 女儿如今叫刘嘉禾。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Causal chain / Implicit meaning,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv7,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,而且让游客,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Causal chain / Implicit meaning,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv7,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三十四年前，她把刚出生的女儿交给亲戚收养。,best bridge for active Story context,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Causal chain / Implicit meaning,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv8,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养。 / 女儿如今叫刘嘉禾。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Causal chain / Implicit meaning,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv8,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,合族祠与书院身份因此,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Causal chain / Implicit meaning,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv8,missingSentence,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,三十四年前，她把刚出生的女儿交给亲戚收养。,best bridge for active Story context,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Causal chain / Implicit meaning,FAIL,PASS,PASS,PASS,"DST,LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv9,paragraphRebuild,CAUSAL REASONING,LANGUAGE,JourneyChallengePanel,ACTIVE STORY,PASS,陈秀仪六十一岁。 / 三十四年前，她把刚出生的女儿交给亲戚收养。 / 女儿如今叫刘嘉禾。,active Story sequence,NONE FOUND,PASS,PASS,cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening,PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Integrated interpretation,FAIL,PASS,PASS,PASS,"LEVEL,PROG",REPAIR REQUIRED
guangzhou-chen-clan-academy,Lv9,grammarRepair,LANGUAGE,STORY,JourneyChallengePanel,EXPLICIT LANGUAGE OBJECTIVE + JOURNEY CONTEXT,PASS,合族祠与书院身份因此,natural Chinese structural repair,NONE FOUND,PASS,FAIL,"weak/mechanical, false-world, or filler distractor; cognitive demand mismatches current band; Lv1→Lv10 logic repeats instead of deepening; cross-Gold grammar skeleton is reused",PASS,PASS,PASS,PASS/NOT PRIMARY,PASS,FAIL,Integrated interpretation,FAIL,PASS,PASS,FAIL,"DST,LEVEL,PROG,TEMPLATE",REPAIR REQUIRED
